OBJECTID,X,Y,Z
375,-184075,-2324009,978.0886985
376,-184109,-2324232,981.5269987
377,-184012,-2323631,972.5264145
378,-182516,-2323524,967.3809609
379,-182284,-2323588,971.0485088
380,-182126,-2323555,972.2861958
381,-181795,-2323401,972.7629987
382,-181535,-2322476,976.6227025
383,-181475,-2322863,971.0101957
384,-181741,-2323338,971.5453245
385,-181672,-2323185,969.5396098
386,-181608,-2323416,974.6788866
387,-181476,-2323291,973.0655055
388,-181269,-2323149,974.1095467
389,-181371,-2323209,973.0368063
390,-181441,-2322641,974.2183505
391,-182061,-2323673,976.0167572
392,-181884,-2323709,979.7066152
393,-182427,-2323959,976.8143906
394,-183151,-2324217,977.870361
395,-183162,-2324149,976.556229
396,-183072,-2324156,976.1824028
397,-182797,-2322940,971.8523189
398,-183004,-2324116,975.1554011
399,-182949,-2324143,975.5541717
400,-182871,-2323474,970.9469576
401,-182776,-2323616,967.3698719
402,-183003,-2323486,970.9362237
403,-182934,-2323649,969.0893185
404,-182130,-2324027,983.5823348
405,-182245,-2324131,983.1545369
406,-182383,-2324233,981.3510975
407,-182513,-2324222,978.9603079
408,-182460,-2324272,980.4426049
409,-183041,-2323348,970.7729812
410,-182481,-2323707,970.1333525
411,-182637,-2323920,971.5006144
412,-183479,-2322166,982.6359722
413,-183366,-2322490,978.9636883
414,-183376,-2322309,980.7660313
415,-183875,-2322314,984.4115841
416,-183864,-2322585,979.0543188
417,-184022,-2323451,972.3923265
418,-184241,-2323523,973.3189838
419,-182371,-2322928,970.3318042
420,-182349,-2323695,972.2975812
421,-182594,-2323901,972.2471366
422,-182638,-2322682,972.9662544
423,-182494,-2323144,968.7947774
424,-182258,-2321902,981.0546678
425,-182211,-2321928,981.0037654
426,-182178,-2321931,981.179842
427,-182131,-2321957,981.0781729
428,-181769,-2324528,991.4242478
429,-181834,-2324523,989.9743974
430,-181710,-2324510,992.2482469
431,-181608,-2324563,993.9022813
432,-181567,-2324566,994.5164451
433,-181502,-2324572,995.8465433
434,-181310,-2324519,998.1949504
435,-181459,-2324327,995.8710372
