OBJECTID,X,Y,Z
577,-183030,-2326486,983.227584
578,-182913,-2326460,984.3419346
579,-182825,-2325341,976.606813
580,-182801,-2325695,977.349839
581,-182792,-2325414,976.7567678
582,-182800,-2325519,976.8002117
583,-182808,-2325941,979.0807405
584,-182987,-2324801,979.2501465
585,-184017,-2325388,972.8945279
586,-184089,-2325171,974.7742526
587,-184094,-2325065,976.5227135
588,-184282,-2325508,971.3624069
589,-184127,-2325801,972.3221005
